@relation energia-da-fruta

@attribute madureza {verde, madura, podre}
@attribute carboidratos {pouca, moderada, alta}
@attribute fibras {pouca, moderada, alta}
@attribute proteinas {pouca, moderada, alta}
@attribute lipideos {pouca, moderada, alta}
@attribute delta_energia {-15, -14, -13, -12, -11, -10, -9, -8, -7, -6, -5, -4, -3, -2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160}

@data
podre, pouca, pouca, moderada, alta, -10
verde, alta, alta, pouca, pouca, -10
verde, moderada, alta, alta, alta, 100
madura, alta, moderada, moderada, pouca, 160
podre, alta, alta, moderada, alta, -10
podre, pouca, pouca, pouca, moderada, -10
podre, pouca, pouca, alta, moderada, -10
madura, pouca, pouca, moderada, alta, 100
verde, pouca, moderada, moderada, pouca, -10
podre, pouca, alta, moderada, pouca, -10
verde, alta, moderada, alta, pouca, -10
podre, moderada, pouca, pouca, moderada, -10
madura, moderada, pouca, alta, pouca, 160
madura, alta, moderada, alta, pouca, 160
podre, pouca, moderada, moderada, moderada, -10
madura, moderada, alta, moderada, alta, 160
podre, alta, pouca, pouca, alta, -10
podre, pouca, moderada, alta, pouca, -10
verde, pouca, moderada, alta, alta, -10
madura, moderada, moderada, moderada, pouca, 160
verde, pouca, moderada, alta, pouca, -10
madura, moderada, pouca, moderada, pouca, 160
madura, moderada, alta, alta, pouca, 160
madura, alta, pouca, alta, alta, 160
podre, moderada, alta, pouca, moderada, -10
madura, alta, alta, pouca, moderada, 160
verde, alta, moderada, pouca, moderada, 100
podre, pouca, moderada, moderada, pouca, -10
madura, alta, pouca, pouca, pouca, 160
verde, moderada, moderada, alta, pouca, -10
madura, alta, alta, pouca, pouca, 160
madura, pouca, pouca, moderada, pouca, -10
madura, pouca, moderada, pouca, pouca, -10
madura, moderada, alta, pouca, pouca, 160
podre, alta, moderada, alta, moderada, -10
podre, pouca, alta, moderada, moderada, -10
madura, moderada, alta, alta, pouca, 160
verde, pouca, alta, moderada, alta, -10
madura, alta, moderada, alta, pouca, 160
podre, alta, alta, alta, pouca, -10
verde, moderada, pouca, moderada, pouca, -10
podre, moderada, alta, pouca, alta, -10
podre, alta, moderada, moderada, pouca, -10
verde, alta, alta, alta, moderada, 100
verde, pouca, pouca, pouca, moderada, -10
madura, moderada, alta, alta, pouca, 160
madura, pouca, alta, alta, alta, 100
madura, pouca, moderada, pouca, moderada, 100
podre, moderada, pouca, alta, alta, -10
madura, pouca, alta, alta, moderada, 100
madura, moderada, alta, pouca, moderada, 160
verde, moderada, pouca, pouca, pouca, -10
podre, pouca, pouca, alta, pouca, -10
verde, alta, alta, pouca, pouca, -10
podre, alta, moderada, alta, alta, -10
verde, alta, moderada, alta, alta, 100
madura, pouca, alta, moderada, pouca, -10
madura, alta, moderada, pouca, moderada, 160
podre, alta, pouca, moderada, alta, -10
verde, moderada, pouca, moderada, moderada, 100
podre, alta, alta, moderada, alta, -10
madura, pouca, moderada, pouca, pouca, -10
podre, moderada, moderada, moderada, alta, -10
podre, pouca, pouca, moderada, pouca, -10
madura, alta, alta, pouca, moderada, 160
madura, alta, moderada, pouca, alta, 160
verde, alta, moderada, pouca, moderada, 100
podre, moderada, moderada, alta, alta, -10
verde, alta, pouca, pouca, pouca, -10
madura, moderada, pouca, pouca, moderada, 160
verde, pouca, alta, pouca, moderada, -10
verde, moderada, moderada, pouca, alta, 100
verde, moderada, moderada, alta, pouca, -10
podre, moderada, moderada, moderada, pouca, -10
podre, alta, pouca, alta, alta, -10
madura, pouca, moderada, pouca, alta, 100
podre, alta, pouca, pouca, alta, -10
podre, pouca, alta, moderada, alta, -10
madura, moderada, pouca, moderada, moderada, 160
podre, moderada, alta, alta, moderada, -10
madura, pouca, pouca, moderada, alta, 100
podre, alta, moderada, pouca, alta, -10
madura, pouca, pouca, alta, pouca, -10
madura, pouca, moderada, moderada, alta, 100
podre, alta, moderada, alta, moderada, -10
verde, moderada, pouca, moderada, pouca, -10
verde, moderada, alta, alta, alta, 100
verde, alta, moderada, pouca, moderada, 100
podre, pouca, pouca, pouca, alta, -10
madura, pouca, pouca, pouca, moderada, 100
madura, pouca, alta, alta, moderada, 100
madura, alta, moderada, moderada, pouca, 160
podre, moderada, alta, alta, alta, -10
podre, moderada, alta, pouca, moderada, -10
verde, moderada, pouca, alta, pouca, -10
verde, pouca, alta, alta, moderada, -10
verde, pouca, moderada, alta, moderada, -10
madura, moderada, alta, moderada, pouca, 160
verde, alta, moderada, alta, alta, 100
verde, pouca, alta, moderada, alta, -10
podre, pouca, alta, alta, alta, -10
podre, alta, pouca, moderada, pouca, -10
madura, pouca, alta, pouca, moderada, 100
madura, moderada, pouca, pouca, moderada, 160
verde, pouca, moderada, moderada, pouca, -10
madura, alta, moderada, alta, alta, 160
verde, alta, moderada, moderada, moderada, 100
verde, moderada, moderada, alta, pouca, -10
verde, moderada, alta, moderada, moderada, 100
verde, pouca, moderada, alta, alta, -10
podre, alta, alta, alta, moderada, -10
podre, alta, alta, moderada, moderada, -10
podre, alta, moderada, pouca, alta, -10
madura, alta, alta, pouca, pouca, 160
madura, moderada, moderada, alta, alta, 160
podre, pouca, pouca, alta, alta, -10
verde, alta, alta, alta, alta, 100
madura, alta, alta, moderada, alta, 160
podre, pouca, moderada, alta, moderada, -10
verde, moderada, moderada, moderada, pouca, -10
verde, alta, pouca, alta, moderada, 100
verde, alta, pouca, alta, moderada, 100
verde, alta, alta, moderada, alta, 100
madura, alta, moderada, pouca, moderada, 160
verde, pouca, moderada, alta, moderada, -10
podre, pouca, moderada, alta, alta, -10
podre, alta, pouca, alta, alta, -10
podre, pouca, pouca, alta, moderada, -10
podre, pouca, pouca, pouca, moderada, -10
madura, alta, pouca, pouca, moderada, 160
verde, alta, alta, moderada, pouca, -10
podre, moderada, pouca, moderada, pouca, -10
verde, moderada, pouca, alta, pouca, -10
madura, moderada, pouca, alta, alta, 160
podre, alta, moderada, alta, pouca, -10
verde, alta, moderada, pouca, moderada, 100
madura, moderada, alta, pouca, moderada, 160
madura, moderada, alta, moderada, pouca, 160
verde, pouca, alta, alta, moderada, -10
verde, moderada, alta, alta, alta, 100
verde, moderada, pouca, pouca, moderada, 100
madura, alta, alta, alta, moderada, 160
madura, pouca, pouca, moderada, moderada, 100
podre, moderada, moderada, alta, pouca, -10
podre, pouca, pouca, alta, alta, -10
verde, pouca, moderada, pouca, moderada, -10
podre, pouca, moderada, moderada, moderada, -10
verde, pouca, moderada, alta, alta, -10
madura, alta, moderada, moderada, pouca, 160
verde, moderada, alta, pouca, alta, 100
madura, moderada, alta, alta, moderada, 160
verde, moderada, alta, pouca, moderada, 100
verde, moderada, moderada, moderada, moderada, 100
verde, alta, moderada, alta, moderada, 100
verde, pouca, pouca, alta, pouca, -10
podre, moderada, moderada, moderada, alta, -10
podre, alta, alta, alta, alta, -10
podre, moderada, pouca, moderada, alta, -10
podre, pouca, pouca, moderada, moderada, -10
podre, pouca, alta, alta, moderada, -10
podre, alta, alta, alta, pouca, -10
podre, alta, pouca, alta, alta, -10
madura, alta, pouca, moderada, alta, 160
madura, pouca, alta, moderada, alta, 100
madura, moderada, pouca, alta, pouca, 160
podre, moderada, moderada, alta, pouca, -10
verde, moderada, moderada, moderada, pouca, -10
verde, moderada, pouca, pouca, moderada, 100
verde, alta, alta, alta, alta, 100
podre, moderada, moderada, alta, alta, -10
podre, pouca, pouca, pouca, moderada, -10
madura, pouca, alta, moderada, alta, 100
madura, alta, alta, moderada, alta, 160
verde, pouca, moderada, pouca, alta, -10
madura, pouca, pouca, alta, pouca, -10
verde, pouca, alta, pouca, moderada, -10
madura, pouca, alta, alta, moderada, 100
verde, moderada, moderada, moderada, moderada, 100
madura, moderada, pouca, alta, moderada, 160
madura, pouca, moderada, alta, moderada, 100
verde, moderada, pouca, moderada, alta, 100
podre, pouca, pouca, alta, alta, -10
podre, moderada, moderada, pouca, alta, -10
verde, moderada, alta, pouca, pouca, -10
madura, moderada, alta, pouca, pouca, 160
madura, pouca, alta, moderada, alta, 100
madura, alta, alta, pouca, pouca, 160
podre, moderada, pouca, alta, pouca, -10
verde, moderada, moderada, moderada, alta, 100
verde, pouca, moderada, alta, alta, -10
verde, alta, pouca, moderada, pouca, -10
podre, pouca, moderada, alta, alta, -10
verde, pouca, alta, alta, moderada, -10
podre, moderada, pouca, alta, alta, -10
verde, alta, alta, pouca, moderada, 100
verde, pouca, alta, pouca, alta, -10
madura, moderada, moderada, alta, alta, 160
podre, moderada, moderada, alta, moderada, -10
verde, pouca, moderada, moderada, moderada, -10
madura, alta, moderada, moderada, moderada, 160
verde, alta, alta, moderada, alta, 100
verde, pouca, alta, alta, moderada, -10
podre, moderada, moderada, moderada, moderada, -10
verde, pouca, alta, moderada, alta, -10
madura, alta, moderada, alta, pouca, 160
madura, pouca, alta, moderada, pouca, -10
verde, moderada, pouca, moderada, moderada, 100
madura, moderada, alta, alta, alta, 160
verde, alta, moderada, pouca, pouca, -10
madura, alta, alta, pouca, moderada, 160
podre, alta, alta, pouca, pouca, -10
podre, alta, alta, alta, pouca, -10
verde, moderada, pouca, alta, moderada, 100
podre, pouca, pouca, pouca, alta, -10
verde, alta, alta, alta, alta, 100
verde, pouca, pouca, alta, alta, -10
podre, alta, moderada, moderada, pouca, -10
madura, pouca, moderada, pouca, pouca, -10
verde, alta, alta, pouca, moderada, 100
madura, moderada, pouca, moderada, moderada, 160
madura, moderada, alta, pouca, moderada, 160
podre, pouca, alta, pouca, alta, -10
madura, alta, alta, moderada, moderada, 160
madura, pouca, moderada, pouca, pouca, -10
verde, pouca, moderada, pouca, moderada, -10
podre, alta, pouca, pouca, moderada, -10
madura, alta, alta, alta, pouca, 160
podre, moderada, moderada, alta, alta, -10
madura, alta, pouca, alta, alta, 160
madura, alta, alta, alta, alta, 160
podre, alta, moderada, alta, alta, -10
verde, pouca, pouca, moderada, alta, -10
podre, pouca, alta, alta, pouca, -10
podre, alta, alta, pouca, pouca, -10
podre, moderada, alta, pouca, moderada, -10
verde, pouca, moderada, pouca, moderada, -10
verde, pouca, pouca, pouca, alta, -10
verde, pouca, pouca, alta, alta, -10
podre, moderada, moderada, pouca, pouca, -10
madura, alta, pouca, pouca, moderada, 160
podre, alta, moderada, pouca, moderada, -10
madura, pouca, moderada, alta, moderada, 100
podre, pouca, moderada, alta, pouca, -10
verde, pouca, moderada, pouca, moderada, -10
verde, moderada, moderada, pouca, alta, 100
podre, moderada, pouca, pouca, moderada, -10
podre, pouca, moderada, alta, alta, -10
podre, alta, moderada, alta, pouca, -10
verde, pouca, pouca, pouca, pouca, -10
podre, alta, moderada, pouca, pouca, -10
podre, moderada, pouca, pouca, pouca, -10
podre, moderada, moderada, alta, alta, -10
madura, pouca, pouca, alta, moderada, 100
madura, alta, moderada, pouca, pouca, 160
verde, moderada, pouca, pouca, alta, 100
verde, alta, alta, moderada, moderada, 100
podre, alta, moderada, pouca, pouca, -10
verde, pouca, moderada, pouca, alta, -10
madura, pouca, pouca, moderada, moderada, 100
podre, alta, pouca, pouca, pouca, -10
podre, pouca, alta, pouca, moderada, -10
madura, pouca, pouca, pouca, moderada, 100
verde, pouca, pouca, pouca, pouca, -10
madura, moderada, pouca, moderada, alta, 160
verde, pouca, moderada, alta, alta, -10
verde, pouca, moderada, moderada, pouca, -10
podre, moderada, alta, moderada, pouca, -10
madura, pouca, pouca, alta, alta, 100
verde, alta, alta, alta, alta, 100
verde, pouca, pouca, alta, pouca, -10
verde, alta, alta, pouca, pouca, -10
verde, alta, alta, moderada, moderada, 100
podre, alta, pouca, moderada, pouca, -10
verde, moderada, alta, alta, alta, 100
podre, alta, pouca, pouca, pouca, -10
verde, moderada, pouca, pouca, pouca, -10
verde, alta, pouca, pouca, moderada, 100
verde, moderada, pouca, alta, pouca, -10
podre, moderada, moderada, alta, moderada, -10
verde, pouca, pouca, alta, alta, -10
podre, pouca, alta, pouca, moderada, -10
verde, pouca, moderada, alta, pouca, -10
madura, alta, alta, moderada, pouca, 160
podre, moderada, moderada, pouca, alta, -10
podre, alta, alta, alta, moderada, -10
verde, moderada, alta, pouca, alta, 100
verde, alta, pouca, alta, pouca, -10
podre, moderada, alta, pouca, alta, -10
verde, moderada, pouca, alta, pouca, -10
verde, alta, alta, alta, moderada, 100
madura, alta, pouca, moderada, pouca, 160
verde, moderada, pouca, pouca, moderada, 100
verde, moderada, pouca, alta, pouca, -10
podre, pouca, moderada, pouca, alta, -10
verde, pouca, alta, pouca, moderada, -10
madura, moderada, alta, moderada, moderada, 160
podre, alta, moderada, alta, alta, -10
verde, pouca, moderada, alta, pouca, -10
madura, alta, alta, moderada, moderada, 160
podre, moderada, alta, pouca, moderada, -10
madura, pouca, pouca, pouca, pouca, -10
verde, alta, alta, pouca, pouca, -10
verde, moderada, alta, pouca, pouca, -10
madura, pouca, alta, alta, moderada, 100
verde, pouca, alta, moderada, moderada, -10
madura, alta, alta, moderada, moderada, 160
podre, alta, moderada, moderada, alta, -10
madura, pouca, alta, moderada, moderada, 100
verde, moderada, pouca, moderada, alta, 100
verde, moderada, pouca, moderada, pouca, -10
podre, pouca, pouca, moderada, moderada, -10
podre, pouca, moderada, alta, pouca, -10
verde, alta, moderada, alta, alta, 100
madura, alta, pouca, moderada, moderada, 160
madura, moderada, moderada, alta, moderada, 160
madura, pouca, alta, moderada, pouca, -10
verde, moderada, pouca, alta, alta, 100
madura, moderada, alta, alta, alta, 160
podre, alta, pouca, alta, pouca, -10
podre, alta, alta, moderada, moderada, -10
madura, moderada, alta, pouca, pouca, 160
podre, alta, alta, alta, moderada, -10
madura, alta, pouca, pouca, alta, 160
madura, pouca, pouca, moderada, pouca, -10
verde, alta, alta, pouca, pouca, -10
madura, moderada, alta, pouca, pouca, 160
verde, moderada, moderada, pouca, pouca, -10
madura, alta, pouca, moderada, moderada, 160
podre, moderada, alta, alta, pouca, -10
podre, moderada, pouca, alta, alta, -10
podre, alta, alta, alta, alta, -10
verde, alta, alta, pouca, pouca, -10
madura, alta, pouca, pouca, alta, 160
podre, moderada, moderada, alta, alta, -10
verde, moderada, pouca, alta, moderada, 100
madura, alta, moderada, alta, pouca, 160
verde, pouca, pouca, moderada, alta, -10
madura, alta, moderada, alta, pouca, 160
podre, pouca, pouca, pouca, moderada, -10
podre, pouca, pouca, pouca, moderada, -10
podre, alta, alta, pouca, moderada, -10
podre, pouca, alta, alta, moderada, -10
madura, pouca, moderada, moderada, pouca, -10
madura, pouca, pouca, moderada, alta, 100
podre, alta, alta, alta, alta, -10
verde, alta, moderada, alta, moderada, 100
madura, alta, pouca, moderada, pouca, 160
verde, alta, alta, pouca, alta, 100
madura, moderada, alta, alta, moderada, 160
verde, pouca, moderada, moderada, pouca, -10
verde, pouca, moderada, moderada, pouca, -10
madura, pouca, pouca, pouca, pouca, -10
madura, alta, alta, alta, alta, 160
verde, alta, pouca, alta, alta, 100
podre, alta, alta, moderada, alta, -10
podre, moderada, alta, alta, moderada, -10
podre, moderada, alta, alta, alta, -10
podre, moderada, moderada, moderada, moderada, -10
verde, pouca, moderada, pouca, pouca, -10
podre, alta, moderada, pouca, moderada, -10
verde, moderada, pouca, alta, pouca, -10
verde, alta, pouca, pouca, alta, 100
verde, pouca, pouca, alta, pouca, -10
madura, pouca, pouca, pouca, pouca, -10
madura, pouca, moderada, moderada, alta, 100
podre, alta, alta, moderada, pouca, -10
verde, pouca, pouca, alta, moderada, -10
verde, alta, alta, pouca, alta, 100
verde, moderada, pouca, alta, pouca, -10
verde, moderada, moderada, pouca, moderada, 100
madura, alta, alta, alta, pouca, 160
madura, moderada, alta, pouca, alta, 160
verde, moderada, pouca, alta, moderada, 100
podre, moderada, pouca, moderada, pouca, -10
verde, moderada, pouca, alta, moderada, 100
verde, alta, moderada, pouca, pouca, -10
madura, alta, moderada, moderada, moderada, 160
podre, pouca, pouca, moderada, pouca, -10
verde, moderada, moderada, pouca, alta, 100
podre, pouca, pouca, pouca, moderada, -10
madura, moderada, pouca, pouca, pouca, 160
verde, moderada, moderada, moderada, pouca, -10
verde, pouca, moderada, pouca, moderada, -10
podre, moderada, alta, moderada, pouca, -10
madura, alta, pouca, moderada, pouca, 160
verde, alta, moderada, pouca, pouca, -10
verde, alta, pouca, moderada, pouca, -10
podre, alta, pouca, moderada, moderada, -10
madura, pouca, moderada, moderada, pouca, -10
verde, pouca, moderada, alta, pouca, -10
podre, alta, moderada, pouca, alta, -10
madura, alta, moderada, alta, pouca, 160
madura, alta, pouca, alta, alta, 160
podre, alta, moderada, alta, moderada, -10
podre, moderada, alta, alta, alta, -10
verde, alta, alta, pouca, moderada, 100
podre, moderada, alta, alta, pouca, -10
verde, moderada, pouca, moderada, moderada, 100
madura, pouca, moderada, alta, moderada, 100
podre, pouca, alta, alta, pouca, -10
verde, pouca, moderada, moderada, moderada, -10
podre, alta, moderada, alta, pouca, -10
verde, moderada, moderada, moderada, moderada, 100
verde, moderada, alta, alta, alta, 100
podre, pouca, pouca, pouca, moderada, -10
podre, alta, alta, alta, alta, -10
verde, moderada, pouca, moderada, alta, 100
madura, moderada, alta, pouca, alta, 160
madura, alta, alta, alta, moderada, 160
podre, moderada, alta, moderada, pouca, -10
podre, alta, pouca, alta, alta, -10
madura, alta, moderada, alta, alta, 160
madura, moderada, alta, moderada, pouca, 160
madura, moderada, pouca, alta, pouca, 160
madura, alta, pouca, moderada, pouca, 160
madura, pouca, moderada, pouca, moderada, 100
podre, moderada, pouca, moderada, alta, -10
madura, moderada, moderada, moderada, pouca, 160
podre, pouca, pouca, alta, alta, -10
verde, pouca, moderada, alta, alta, -10
podre, moderada, alta, pouca, moderada, -10
madura, alta, pouca, pouca, pouca, 160
verde, pouca, alta, alta, alta, -10
madura, alta, alta, pouca, pouca, 160
madura, alta, alta, alta, moderada, 160
podre, alta, alta, alta, moderada, -10
podre, alta, moderada, moderada, alta, -10
podre, pouca, moderada, pouca, pouca, -10
verde, alta, moderada, pouca, moderada, 100
podre, alta, alta, moderada, moderada, -10
madura, alta, moderada, moderada, moderada, 160
verde, moderada, pouca, pouca, alta, 100
podre, alta, alta, moderada, moderada, -10
madura, moderada, pouca, alta, moderada, 160
madura, alta, alta, alta, moderada, 160
madura, alta, alta, moderada, alta, 160
madura, pouca, moderada, pouca, pouca, -10
verde, alta, pouca, moderada, alta, 100
madura, moderada, pouca, pouca, alta, 160
podre, alta, pouca, pouca, alta, -10
verde, alta, alta, alta, pouca, -10
podre, pouca, alta, pouca, alta, -10
podre, pouca, moderada, pouca, alta, -10
madura, moderada, alta, alta, moderada, 160
verde, alta, pouca, alta, moderada, 100
verde, moderada, moderada, alta, alta, 100
verde, pouca, moderada, pouca, pouca, -10
podre, moderada, moderada, moderada, moderada, -10
verde, alta, pouca, moderada, alta, 100
verde, moderada, pouca, pouca, alta, 100
madura, alta, pouca, moderada, moderada, 160
madura, moderada, pouca, alta, moderada, 160
verde, alta, moderada, alta, alta, 100
madura, pouca, alta, moderada, alta, 100
podre, pouca, pouca, alta, pouca, -10
madura, alta, alta, pouca, moderada, 160
verde, alta, pouca, pouca, pouca, -10
madura, alta, alta, alta, pouca, 160
verde, moderada, alta, alta, moderada, 100
madura, pouca, pouca, moderada, moderada, 100
podre, moderada, pouca, alta, pouca, -10
